2019-10-02 06:00:00|6.1|742.3
2019-10-02 03:00:00|6.9|742.3
2019-10-02 00:00:00|7.7|742.3
2019-10-01 21:00:00|6.1|752.3
2019-10-01 18:00:00|8|749.2
2019-10-01 15:00:00|8.8|745.7
2019-10-01 12:00:00|10.2|743.3
2019-10-01 09:00:00|7.7|742.6
2019-10-01 06:00:00|6.1|742.3
2019-10-01 03:00:00|6.9|742.3
2019-10-01 00:00:00|7.7|742.3
